log_id,property_id,maintenance_type,maintenance_date,cost
ML02899,P0019,Structural,2023-09-29,2954
ML02900,P0447,Plumbing,2022-11-20,1191
ML02901,P0185,Cleaning,2024-10-10,1300
ML02902,P0430,Electrical,2022-11-23,932
ML02903,P0036,Electrical,2023-11-12,3074
ML02904,P0320,Cleaning,2023-09-30,1813
ML02905,P0147,Electrical,2023-12-08,2083
ML02906,P0460,Structural,2024-10-19,3361
ML02907,P0232,Electrical,2024-10-12,2187
ML02908,P0436,Plumbing,2022-11-05,2246
ML02909,P0014,Structural,2023-05-02,3210
ML02910,P0275,Cleaning,2023-09-29,1352
ML02911,P0050,Cleaning,2023-10-03,3394
ML02912,P0231,Electrical,2024-04-15,3568
ML02913,P0490,Structural,2024-04-01,420
ML02914,P0458,Electrical,2023-05-26,1882
ML02915,P0307,Electrical,2023-12-08,4215
ML02916,P0054,Cleaning,2022-11-25,3117
ML02917,P0144,Cleaning,2022-11-27,692
ML02918,P0105,Plumbing,2024-07-21,3746
ML02919,P0300,Cleaning,2024-03-25,4836
ML02920,P0462,Structural,2023-10-13,2572
ML02921,P0356,Cleaning,2023-12-03,4056
ML02922,P0215,Structural,2023-09-28,2171
ML02923,P0284,Structural,2024-04-13,1344
ML02924,P0132,Structural,2024-10-01,1961
ML02925,P0084,Cleaning,2023-05-10,2924
ML02926,P0262,Structural,2022-10-31,1834
ML02927,P0438,Cleaning,2023-10-11,415
ML02928,P0114,Cleaning,2022-11-24,2246
ML02929,P0010,Cleaning,2023-11-25,290
ML02930,P0065,Structural,2024-03-28,1732
ML02931,P0337,Plumbing,2023-12-25,166
ML02932,P0354,Cleaning,2024-03-21,2422
ML02933,P0500,Plumbing,2023-05-28,4227
ML02934,P0066,Electrical,2023-05-23,3234
ML02935,P0243,Plumbing,2023-04-11,339
ML02936,P0314,Structural,2023-09-02,1759
ML02937,P0306,Structural,2024-09-22,3208
ML02938,P0389,Structural,2023-08-05,340
ML02939,P0252,Electrical,2023-02-01,2174
ML02940,P0004,Plumbing,2023-10-17,1301
ML02941,P0019,Electrical,2024-03-19,811
ML02942,P0016,Structural,2023-12-31,2354
ML02943,P0388,Electrical,2022-11-02,2365
ML02944,P0142,Structural,2023-03-11,852
ML02945,P0012,Structural,2024-04-21,2046
ML02946,P0283,Electrical,2022-12-24,3736
ML02947,P0093,Electrical,2023-02-25,3579
ML02948,P0163,Electrical,2023-07-05,3107
ML02949,P0394,Plumbing,2024-07-11,4737
ML02950,P0421,Cleaning,2024-09-15,3772
ML02951,P0208,Structural,2023-05-24,221
ML02952,P0114,Structural,2023-06-26,3779
ML02953,P0085,Cleaning,2023-07-02,1704
ML02954,P0272,Cleaning,2024-02-27,860
ML02955,P0428,Plumbing,2024-07-26,3187
ML02956,P0061,Structural,2022-11-29,3517
ML02957,P0016,Cleaning,2023-11-27,3651
ML02958,P0281,Electrical,2024-10-03,1344
ML02959,P0115,Plumbing,2023-08-25,2656
ML02960,P0148,Plumbing,2024-10-12,3013
ML02961,P0433,Structural,2023-11-26,2302
ML02962,P0178,Electrical,2023-10-28,772
ML02963,P0214,Electrical,2023-02-07,2189
ML02964,P0347,Electrical,2024-09-11,3842
ML02965,P0180,Cleaning,2023-07-04,4498
ML02966,P0091,Cleaning,2023-01-25,3498
ML02967,P0247,Structural,2024-08-09,2978
ML02968,P0340,Structural,2023-06-27,474
ML02969,P0211,Electrical,2023-12-08,233
ML02970,P0177,Plumbing,2023-10-31,3898
ML02971,P0448,Cleaning,2024-10-05,1861
ML02972,P0499,Plumbing,2023-06-29,4708
ML02973,P0330,Plumbing,2023-02-03,1689
ML02974,P0306,Cleaning,2024-07-08,2839
ML02975,P0421,Plumbing,2024-06-25,4450
ML02976,P0400,Cleaning,2023-12-09,2155
ML02977,P0096,Structural,2024-02-02,1708
ML02978,P0491,Electrical,2024-08-07,4301
ML02979,P0311,Cleaning,2023-08-12,703
ML02980,P0196,Plumbing,2023-10-22,1525
ML02981,P0039,Cleaning,2023-01-12,3221
ML02982,P0331,Electrical,2024-04-29,2722
ML02983,P0496,Cleaning,2024-08-25,4276
ML02984,P0493,Structural,2023-06-25,3969
ML02985,P0416,Plumbing,2024-04-07,3489
ML02986,P0196,Cleaning,2023-09-26,3904
ML02987,P0210,Electrical,2023-11-11,488
ML02988,P0347,Electrical,2023-04-14,719
ML02989,P0471,Electrical,2024-08-17,748
ML02990,P0024,Structural,2024-07-30,1256
ML02991,P0455,Electrical,2024-10-08,1318
ML02992,P0129,Electrical,2024-06-04,3385
ML02993,P0043,Cleaning,2024-09-24,1303
ML02994,P0407,Cleaning,2024-05-30,4677
ML02995,P0391,Structural,2024-02-22,2712
ML02996,P0148,Structural,2023-05-04,2968
ML02997,P0324,Plumbing,2022-12-10,4859
ML02998,P0293,Cleaning,2024-05-22,2848
ML02999,P0429,Structural,2024-07-13,395
ML03000,P0160,Structural,2022-11-10,3603
